source,registry_id,ctri_registration_number,nct_number,trial_title,scientific_title,cancer_type_indication,investigational_treatment,mrna_qualification_rationale,trial_phase,recruitment_status,date_of_registration,study_start_date,sponsor,principal_investigator,indian_trial_sites,participating_hospitals_institutions,contact_person,contact_email,contact_phone,key_inclusion_criteria,key_exclusion_criteria,relevant_age_limits,ctri_url,international_identifiers,clinicaltrials_gov_url,category,qualifies_mrna_cancer_vaccine,has_verified_india_site,manual_verification_reason,classification_tier,classification_vetoes
ClinicalTrials.gov,NCT02944682,,NCT02944682,Household Air Pollution and Health: A Multi-country LPG Intervention Trial,Household Air Pollution and Health: A Multi-country LPG Intervention Trial,"Infant, Low Birth Weight","Liquefied petroleum gas (LPG) cookstove | The intervention consists of a high-quality locally available liquefied petroleum gas (LPG) stove having at least two burners, a continuous supply of LPG fuel for 18 months, and the promotion of stove use on an exclusive basis for cooking. The intervention will be provided free of charge to all intervention households upon enrollment. On a weekly basis, study staff will examine stove condition, perform any necessary repairs, and measure and record weight of LPG tanks in order to anticipate need for refills.","Missing required evidence: mRNA platform, vaccine modality.",NA,COMPLETED,2016-10-17,2017-09-01,Emory University,"Thomas Clasen, PhD; Jennifer Peel, PhD; William Checkley, MD PhD","Sri Ramachandra Institute of Higher Education and Research, Chennai, Tamil Nadu, India",Sri Ramachandra Institute of Higher Education and Research,,,,"for Pregnant Women:

* Confirmed pregnancy (hCG positive blood or urine test)
* Aged 18 to \<35 years (via self-report)
* Uses biomass stove predominantly
* Lives in study area
* 9 - \<20 weeks gestation confirmed by ultrasound
* Singleton pregnancy (one fetus)
* Viable fetus with normal fetal heart rate (120-180 beats per minute) at time of ultrasound
* Continued pregnancy at the time of randomization confirmed by self-report
* Agrees to participate with informed consent","for Pregnant Women:

* Currently smokes cigarettes or other tobacco products
* Plans to move permanently outside study area in the next 12 months
* Uses LPG stove predominantly, or is likely to use LPG predominantly in the near future

Inclusion Criteria for Older Adult Woman in the Same Household:

* Aged 40 to \<80 years (via self-report)

Exclusion Criteria for Older Adult Woman in the Same Household:

* Currently smokes cigarettes or other tobacco products
* Pregnant (by self-report)
* Plans to move out of her current household in the next 12 months",18 Years to 79 Years,,NCT02944682,https://clinicaltrials.gov/study/NCT02944682,D,False,True,"Missing required evidence: mRNA platform, vaccine modality.",D_excluded,
ClinicalTrials.gov,NCT02969915,,NCT02969915,Strategies to Improve the HIV Care Continuum Among Key Populations in India,Strategies to Improve the HIV Care Continuum Among Key Populations in India,HIV Infections,"Incentives | ICC+ | Treatment incentives are offered to HIV-positive participants for reaching treatment targets, including retention to medical follow-up, initiating antiretroviral therapy, and maintaining high adherence with antiretroviral therapy.; Integrated Care Centers | ICC | ICCs offer key-population-oriented, vertically-integrated harm reduction, HIV testing, and HIV treatment services","Missing required evidence: mRNA platform, vaccine modality, cancer indication.",NA,COMPLETED,2016-11-18,2017-10-30,Johns Hopkins University,"Shruti H Mehta, PhD; Gregory M Lucas, MD","YR Gaitonde Center for AIDS Research and Education, Chennai, Tamil Nadu, India",YR Gaitonde Center for AIDS Research and Education,,,,"* Speaks Hindi, English, or local language
* HIV-positive
* Antiretroviral therapy (ART) naive or has used ART less than 12 months
* Registered client at the local integrated care center (ICC), which serves either people who inject drugs (PWID) or men who have sex with men (MSM).","* Not competent to provide informed consent or participate in the study.
* Receives HIV care in the private sector
* Plans to migrate in next 12 months",18 Years,,NCT02969915,https://clinicaltrials.gov/study/NCT02969915,D,False,True,"Missing required evidence: mRNA platform, vaccine modality, cancer indication.",D_excluded,
ClinicalTrials.gov,NCT03017872,,NCT03017872,Dolutegravir and Darunavir Evaluation in Adults Failing Therapy,A Phase IIIB/IV Randomised Open-label Trial Comparing Dolutegravir With Pharmaco-enhanced Darunavir Versus Dolutegravir With Predetermined Nucleosides Versus Recommended Standard of Care ART Regimens in Patients With HIV-1 Infection Failing First Line Therapy.,HIV Infections,"NRTIs | Nucleoside/Nucleotide Reverse Transcription Inhibitors | In SOC arm, choice of NRTIs determined by clinician, guided by either genotypic resistance testing or use of a protocol-specified algorithm for N(t)RTI selection.

In D2N arm, NRTIs are predetermined.; Dolutegravir | Tivicay | 50mg tablet by mouth once daily for 96 weeks.; Darunavir | Prezista | 800mg tablet by mouth once daily for 96 weeks.; Ritonavir | Norvir | 100mg tablet by mouth once daily for 96 weeks.","Missing required evidence: mRNA platform, vaccine modality, cancer indication.",PHASE4,UNKNOWN,2017-01-02,2017-11-23,Kirby Institute,"Gail Matthews, MD","CART CRS, VHS Hospital, Chennai, Tamil Nadu, India","CART CRS, VHS Hospital",,,,"1. HIV-1 positive by licensed diagnostic test
2. Aged ≥16 years of age (or minimum age as determined by local regulations or as legal requirements dictate)
3. Failed first-line non-nucleoside reverse transcriptase inhibitor (NNRTI) + 2N(t)RTI combination therapy according to virological criteria, defined as at least two consecutive (≥7 days apart) pVL results \>500 copies/mL after a minimum period of exposure to continuous NNRTI + 2N(t)RTI first-line therapy of 24 weeks (only the second pVL result needs to be within 45 days of randomisation)
4. For women of child-bearing potential, willingness to use appropriate contraception
5. Able to provide written informed consent","1. The following laboratory variables:

   1. absolute neutrophil count (ANC) \<500 cells/µL
   2. haemoglobin \<7.0 g/dL
   3. platelet count \<50,000 cells/µL
   4. AST and/or ALT ≥5xULN OR ALT ≥3xULN and bilirubin ≥1.5xULN (with \>35% direct bilirubin)
2. Change in antiretroviral therapy within 12 weeks prior to randomisation
3. Prior exposure to HIV protease inhibitors and/or HIV integrase inhibitors
4. Patients with chronic viral hepatitis B infection defined by positive serum hepatitis B surface antigen
5. Unstable liver disease (as defined by the presence of ascites, encephalopathy, coagulopathy (INR \>2.3), hypoalbuminemia (serum albumin \<2.8g/dL), esophageal or gastric varices, or persistent jaundice), known biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones)
6. Anticipated need for Hepatitis C virus (HCV) therapy during the study
7. Subject has creatinine clearance of \<50 mL/min via CKD-EPI equation
8. Current use of rifabutin or rifampicin
9. Use of any contraindicated medications (as specified by product information sheets)
10. Intercurrent illness requiring hospitalization
11. An active opportunistic disease not under adequate control in the opinion of the investigator
12. Pregnant or nursing mothers
13. Patients with current alcohol or illicit substance use that in the opinion of the investigator might adversely affect participation in the study
14. Patients deemed unlikely by the investigator to be able to remain in follow-up for the protocol-defined period",18 Years,,NCT03017872,https://clinicaltrials.gov/study/NCT03017872,D,False,True,"Missing required evidence: mRNA platform, vaccine modality, cancer indication.",D_excluded,
ClinicalTrials.gov,NCT03048422,,NCT03048422,Evaluating the Efficacy and Safety of Dolutegravir-Containing Versus Efavirenz-Containing Antiretroviral Therapy Regimens in HIV-1-Infected Pregnant Women and Their Infants,Phase III Study of the Virologic Efficacy and Safety of Dolutegravir-Containing Versus Efavirenz-Containing Antiretroviral Therapy Regimens in HIV-1-Infected Pregnant Women and Their Infants,HIV Infections,Dolutegravir | DTG | One 50 mg DTG tablet was administered orally once daily; Emtricitabine/tenofovir alafenamide | FTC/TAF | One fixed-dose combination tablet (FTC 200 mg/TAF 25 mg) was administered orally once daily; Emtricitabine/tenofovir disoproxil fumarate | FTC/TDF | One fixed-dose combination tablet (FTC 200 mg/TDF 300 mg) was administered orally once daily; Efavirenz/emtricitabine/tenofovir disoproxil fumarate | EFV/FTC/TDF | One fixed-dose combination tablet (EFV 600 mg/FTC 200 mg/TDF 300 mg) was administered orally once daily,"Vetoed: indication is an infectious disease, not cancer therapy",PHASE3,COMPLETED,2017-02-07,2018-01-19,National Institute of Allergy and Infectious Diseases (NIAID),"Shahin Lockman, MD, MSc; Lameck Chinula, MBBS, MMED, FCOG","Byramjee Jeejeebhoy Medical College (BJMC) CRS, Pune, Maharashtra, India",Byramjee Jeejeebhoy Medical College (BJMC) CRS,,,,"* Mother is able to provide written informed consent for her and her infant's participation in this study
* Mother has confirmed HIV-1 infection based on documented testing of two samples collected at different time points:

  * Sample #1 may be tested using any of the following:
  * Two rapid antibody tests from different manufacturers or based on different principles and epitopes
  * One enzyme immunoassay (EIA) OR Western blot OR immunofluorescence assay OR chemiluminescence assay
  * One HIV DNA polymerase chain reaction (PCR)
  * One quantitative HIV RNA PCR (above the limit of detection of the assay)
  * One qualitative HIV RNA PCR
  * One total HIV nucleic acid test
  * Sample #2 may be tested using any of the following:
  * One rapid antibody test. If this option is used in combination with two rapid tests for Sample #1, at least one of the three rapid tests must be FDA-approved and the third rapid test must be from a third manufacturer or based on a third principle or epitope.
  * One EIA OR Western blot OR immunofluorescence assay OR chemiluminescence assay
  * One HIV DNA PCR
  * One quantitative HIV RNA PCR (above the limit of detection of the assay)
  * One qualitative HIV RNA PCR
  * One total HIV nucleic acid test.
  * See the protocol for more information on this inclusion criterion.
* At screening, mother is ART-naive, defined as having not received prior antiretroviral therapy other than ARVs received during prior pregnancies or prior periods of breastfeeding (i.e., receipt of any single, dual, or triple ARV regimen during prior time-limited periods of pregnancy and breastfeeding is permitted). Receipt of up to 14 days of ARVs during the current pregnancy is permitted prior to study entry so that initiation of ARVs during the current pregnancy is not delayed during the study screening period. Note: Non-study ART may be initiated in the current pregnancy prior to initiation of the study screening process. For eligible participants, enrollment must occur within 14 days of non-study ART initiation. Note: Receipt of ARVs during a prior pregnancy or prior period of breastfeeding must have concluded at least six months prior to study entry. Receipt of TDF or FTC/TDF for pre-exposure prophylaxis at any time in the past is not exclusionary (even if received within six months prior to study entry).
* At screening, mother has the following laboratory test results (based on testing of samples collected within 14 days prior to study entry):

  * Grade 1 or lower (less than 2.5 times upper limit of normal \[ULN\]) alanine aminotransferase (ALT) and aspartate aminotransferase (AST)
  * Grade 2 or lower (less than or equal to 1.8 times ULN) creatinine
  * Grade 2 or lower (greater than or equal to 60 mL/min) estimated creatinine clearance (CrCl; Cockcroft-Gault formula). See the protocol for guidance on severity grading. Laboratory tests may be repeated during the study screening period, with the latest result used for eligibility determination.
* At screening and at study entry, no evidence of multiple gestation or fetal anomalies, as assessed by best available method
* At study entry, gestational age of 14-28 weeks, defined as greater than 13 weeks plus six days and less than 28 completed weeks gestation, estimated by best available method. Note: For this inclusion criterion and the previous inclusion criterion, fetal ultrasound is preferred but not required for purposes of eligibility determination. If ultrasound cannot be performed during the study screening period prior to study entry, it must be performed within 14 days after study entry. As further explained in the protocol, enrolled participants will not be withdrawn from the study based on ultrasound findings obtained after study entry.
* At study entry, mother expects to remain in the geographic area of the study site during pregnancy and for 50 weeks postpartum \[Eligibility criteria added per Letter of Amendment 1 to V2; July 2018\]:
* At study entry, mother reports that she does not wish to become pregnant again for at least 50 weeks after her current pregnancy and that she is willing to use effective contraception during this period. Effective contraception may include surgical sterilization (i.e., hysterectomy, bilateral oophorectomy, tubal ligation, or salpingectomy) or any of the following methods:

  * Contraceptive intrauterine device (IUD) or intrauterine system (IUS)
  * Subdermal contraceptive implant
  * Progestogen injections
  * Progestogen only oral contraceptive pills
  * Combined estrogen and progestogen oral contraceptive pills
  * Percutaneous contraceptive patches
  * Contraceptive vaginal rings
  * Note: IUDs, IUSs, implants, and injections are strongly recommended due to their lower failure rates with typical use. Male or female condom use is recommended with all contraceptive methods for dual protection against pregnancy and to avoid transmission of HIV and other sexually transmitted infections.","* Mother is currently incarcerated or involuntarily confined in a medical facility
* Mother is currently receiving:

  * A psychoactive medication for treatment of a psychiatric illness
  * Treatment for active tuberculosis
  * Treatment for active hepatitis C infection
* Mother is expected to require treatment with interferon and/or ribavirin for hepatitis C infection during the study follow-up period
* Mother has a history of any of the following, as determined by the site investigator or designee based on maternal report and available medical records:

  * Hypersensitivity or clinically significant adverse reaction to any of the ARVs included in the three study drug regimens (ever)
  * Antiretroviral drug resistance mutations that would impact selection of ART regimen (ever)
  * Clinically significant heart disease and/or known prolonged corrected QT (QTc) interval (ever)
  * Suicidal ideation or attempt (ever)
  * HIV-2 infection (ever)
  * Zika virus infection, diagnosed or suspected, during the current pregnancy
  * Receipt of any antiretroviral medication within six months prior to study entry, with two exceptions: receipt of any duration of TDF or FTC/TDF for pre-exposure prophylaxis or receipt of up to 14 days of ARVs during the current pregnancy
  * Receipt of any prohibited medication within 14 days prior to study entry (see the protocol for more information)
  * Clinically significant acute illness requiring systemic treatment and/or hospitalization (i.e., major medical condition that is likely to lead to hospitalization and/or to an adverse pregnancy outcome) within 14 days prior to study entry
  * Unstable liver disease (defined by the presence of ascites, encephalopathy, coagulopathy, hypoalbuminemia, esophageal or gastric varices, or persistent jaundice) or known biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones) within 14 days prior to study entry
  * Note: Testing to rule out HIV-2 infection is not required.
* Mother or fetus has any other condition that, in the opinion of the site investigator or designee, would make participation in the study unsafe, complicate interpretation of study outcome data, or otherwise interfere with achieving the study objectives",18 Years,,NCT03048422,https://clinicaltrials.gov/study/NCT03048422,D,False,True,"Ruled out: indication is an infectious disease, not cancer therapy",D_excluded,"indication is an infectious disease, not cancer therapy"
ClinicalTrials.gov,NCT03152903,,NCT03152903,Study to Check the Efficacy and Safety of Recombinant BCG Vaccine in Prevention of TB Recurrence,"A Multicenter Phase II/III Double-Blind, Randomized, Placebo Controlled Study To Evaluate The Efficacy And Safety Of VPM1002 In The Prevention Of Tuberculosis (TB) Recurrence In Pulmonary TB Patients After Successful TB Treatment",Prevention of TB Recurrence,"VPM1002 (Recombinant BCG Vaccine) | VPM1002 is a formulated, lyophilized cake of live recombinant Mycobacterium bovis rBCGÄureC::Hly+; VPM1002.

VPM1002 is the active pharmaceutical ingredient. It is a genetically modified BCG vaccine derived from the Mycobacterium bovis BCG subtype Prague characterized as rBCGÄureC::Hly+. Single dose of VPM1002 is administered intradermally.; Placebo | Single dose of Placebo is administered intradermally.","Missing required evidence: mRNA platform, cancer indication.",PHASE2; PHASE3,COMPLETED,2017-04-28,2017-12-15,Serum Institute of India Pvt. Ltd.,,"Mahavir Hospital & Research Centre, Hyderabad, Hyderabad, Andhra Pradesh, India; Government Medical College, Jammu, Jammu, Jammu and Kashmir, India; B.J. Govt. Medical College and Sassoon General Hospitals, Pune, Maharashtra, India; Mahatma Gandhi Institute of Medical Sciences, Sevagram, Sevāgrām, Maharashtra, India; Christian Medical College and Hospital, Ludhiana, Ludhiana, Punjab, India; MV Hopsital for Diabetes Pvt Ltd, Chennai, Chennai, Tamil Nadu, India; Sri Ramachandra Hospital Chennai, Chennai, Tamil Nadu, India; Jawaharlal Institute of Postgraduate Medical Education and Research, Puducherry, Puducherry, Tamil Nadu, India; Christian Medical College and Hospital, Vellore, Vellore, Tamil Nadu, India","Mahavir Hospital & Research Centre, Hyderabad; Government Medical College, Jammu; B.J. Govt. Medical College and Sassoon General Hospitals; Mahatma Gandhi Institute of Medical Sciences, Sevagram; Christian Medical College and Hospital, Ludhiana; MV Hopsital for Diabetes Pvt Ltd, Chennai; Sri Ramachandra Hospital Chennai; Jawaharlal Institute of Postgraduate Medical Education and Research, Puducherry; Christian Medical College and Hospital, Vellore",,,,"1. Males or females aged ≥18 and ≤65 years.
2. Bacteriologically confirmed Category I pulmonary TB patients (including controlled diabetics with HbA1c level ≤7% and non-diabetics) who successfully completed ATT as per national guidelines.
3. Must have a sputum sample showing bacteriologic confirmation of cure - defined as smear negative.
4. Female participants who are currently using reliable methods of birth control, have a negative pregnancy test during screening and have no intention to become pregnant for at least 3 months post-vaccination.
5. Participant must intend to remain in the area during the study period.","1. Reactive serology for HIV
2. History of extrapulmonary TB
3. Known or suspected impairment of immunological function
4. Pregnant and / or lactating female participants",18 Years to 65 Years,,NCT03152903,https://clinicaltrials.gov/study/NCT03152903,D,False,True,"Missing required evidence: mRNA platform, cancer indication.",D_excluded,
ClinicalTrials.gov,NCT03170765,,NCT03170765,Randomized Controlled Trial of Measles Vaccination Schedule,Comparison of Three Different Schedules of Measles Vaccination in Infants: a Pilot Randomized Controlled Trial,MEASLES DISEASE,Measles vaccine | Live attenuated measles vaccine of brands currently being used in National Immunization Schedule of India.,"Missing required evidence: mRNA platform, cancer indication.",NA,UNKNOWN,2017-05-25,2017-03-14,"Post Graduate Institute of Medical Education and Research, Chandigarh",LAXMI MAKAM; JOSEPH L MATHEW; SOURABH DUTTA; VANITA SURI; R K RATHO; BHAVNEET BHARTI; MINI P SINGH,"Postgraduate Institute of Medical Education and Research, Chandigarh, India",Postgraduate Institute of Medical Education and Research,,,,* Infants born at term (i.e.\> 37 completed weeks of gestation) within the hospital will be eligible for inclusion into the study.,"1. Infants born to mothers known to have known immunodeficiency determined through examination of clinical records (HIV positive and those on immunosuppressive therapy during pregnancy).
2. Babies born with antenatally or postnatally diagnosed congenital anomalies that are anticipated to be life-threatening.",,,NCT03170765,https://clinicaltrials.gov/study/NCT03170765,D,False,True,"Missing required evidence: mRNA platform, cancer indication.",D_excluded,
ClinicalTrials.gov,NCT03332134,,NCT03332134,Primary Prevention of Intimate Partner Violence in India,Primary Prevention of Intimate Partner Violence in India,Intimate Partner Violence,"Intimate Partner Violence (IPV) Prevention Intervention | The IPV intervention consists of six sessions. Each session will cover one of 6 major modules to enhance transformation of motivation: 1) You, Me, and Us: Spending Meaningful Time Together, 2) I'm a Champion: I Can't Be Broken and I don't Accept Defeat! 3) Building Communication and conflict management strategies, and 4) Empowerment of the Couple: Planning Ahead, 5) Sexual communication and the sexual relationships, and 6) A Lens into Domestic Violence. The sessions will be audio-recorded and include a combination of didactics, interactive discussions, media use, and role play. The expected durations of session 1, 2-6, and the 3-month follow-up are 120 minutes, and 60-90 minutes, respectively.","Missing required evidence: mRNA platform, vaccine modality, cancer indication.",NA,COMPLETED,2017-11-02,2018-01-18,Emory University,"Ameeta Kalokhe, MD","National AIDS Research Institute, Pune, Maharashtra, India",National AIDS Research Institute,,,,"* Recently married (i.e. \<1 year) husband-wife dyads
* First marriage
* Planning to reside in Pune for the majority of the next 6 months
* Marathi fluency
* Lives with partner
* Lives in a slum, slum redevelopment community, or chawl","* Pregnant in third trimester of pregnancy
* Women who respond affirmatively to either a physical and/or sexual IPV item on the IFVCS short form",18 Years,,NCT03332134,https://clinicaltrials.gov/study/NCT03332134,D,False,True,"Missing required evidence: mRNA platform, vaccine modality, cancer indication.",D_excluded,
ClinicalTrials.gov,NCT03474055,,NCT03474055,Study on Liquid Bovine Rotavirus Pentavalent Vaccine (LBRV-PV) to Evaluate Lot-to-Lot Consistency and to Compare Non-Inferiority With ROTASIIL (Lyophilized BRV-PV) in Healthy Infants in India,"A Phase II/III, Multicenter, Open-Label, Randomized Study of Liquid Bovine Rotavirus Pentavalent Vaccine (LBRV-PV) to Evaluate Lot-to-Lot Consistency and to Compare Non-Inferiority With ROTASIIL (Lyophilized BRV-PV) in Healthy Infants in India",Rotavirus Gastroenteritis,Liquid Rotavirus Vaccine | ROTASIIL | Liquid Rotavirus Vaccine and Lyophilized Rotavirus Vaccine,"Missing required evidence: mRNA platform, cancer indication.",PHASE2; PHASE3,COMPLETED,2018-02-11,2017-10-30,Serum Institute of India Pvt. Ltd.,,"Centre for Vaccine Studies, Prasanna School of Public Health, Manipal University, Manipal,, Udupi, Karnataka, India; KEM Hospital Research Centre, Pune, Maharashtra, India; Bharati Vidyapeeth Medical College and Hospital, Pune, Pune, Maharashtra, India; Department of community Medicine, Dr Sushila Nayar School of Public Health, Mahatma Gandhi Institute of Medical Sciences, Sewagram, Wardha, Maharashtra, India; Hakeem Abdul Hameed Centenary Hospital, New Delhi, National Capital Territory of Delhi, India; Sri Ramachandra Medical Centre, Chennai, Chennai, Tamil Nadu, India; Institute of Child Health, Kolkata, Kolkata, West Bengal, India; Post Graduate Institute of Medical Education and Research, Chandigarh, Chandigarh, India","Centre for Vaccine Studies, Prasanna School of Public Health, Manipal University, Manipal,; KEM Hospital Research Centre; Bharati Vidyapeeth Medical College and Hospital, Pune; Department of community Medicine, Dr Sushila Nayar School of Public Health, Mahatma Gandhi Institute of Medical Sciences, Sewagram; Hakeem Abdul Hameed Centenary Hospital; Sri Ramachandra Medical Centre, Chennai; Institute of Child Health, Kolkata; Post Graduate Institute of Medical Education and Research, Chandigarh",,,,"1. Healthy infants as established by medical history and clinical examination before entering the study.
2. Age: 6-8 weeks at the time of enrollment.
3. Parental ability and willingness to provide informed consent.
4. Parent who intends to remain in the area with the child during the study period.","1. Presence of diarrhea or vomiting in the previous 72 hours or on the day of enrollment.
2. Acute disease at the time of enrollment (temporary exclusion)
3. Concurrent participation in another clinical trial at any point throughout the entire time frame for this study
4. History of congenital abdominal disorders, intussusception, or abdominal surgery.
5. Known or suspected impairment of immunological function based on medical history and physical examination.
6. History of any neurologic disorders or seizures.
7. Any medical condition in the parents / infant which, in the judgment of the Investigator, would interfere with or serves as a contraindication to protocol adherence or a participant's parents' ability to give informed consent.",6 Weeks to 8 Weeks,,NCT03474055,https://clinicaltrials.gov/study/NCT03474055,D,False,True,"Missing required evidence: mRNA platform, cancer indication.",D_excluded,
ClinicalTrials.gov,NCT03518853,,NCT03518853,Short Course Radiotherapy for Localized Prostate Cancer,Phase I/II Study of Short-course Hypofractionated Once-weekly Radiation Therapy (SHORT) for Localized Prostate Cancer,Adenocarcinoma of Prostate,Short-course Hypofractionated Once-weekly Radiation Therapy | Eligible patients will be treated with a radiation regimen of 35 Gy in 5 fractions delivered at one fraction per week at 7 day intervals. The dose of radiotherapy is based on the consensus alpha beta ratio of 1.5.,"Missing required evidence: mRNA platform, vaccine modality.",NA,COMPLETED,2016-05-11,2013-12,Tata Medical Center,"Indranil Mallick, MD","Tata Medical Centre, Kolkata, WestBengal, India",Tata Medical Centre,,,,"* Histologically confirmed prostate adenocarcinoma.
* History/physical examination with digital rectal examination of the prostate within 8 weeks prior to registration
* Histological evaluation of prostate biopsy with assignment of a Gleason score to the biopsy material.
* Clinical stage T1-T4N0M0 (AJCC 7th edition). Staging demands a multiparametric MRI of the pelvis a CT or MRI of the abdomen for T3/T4 tumors or PSA \>10 a whole body bone scan for T3/T4 tumors or PSA \>10
* PSA \< 60 ng/mL within 180 days prior to registration. PSA should not be obtained for at least 10 days after prostate biopsy.
* WHO performance status 0-1
* Age ≥ 18
* Patient must sign study specific informed consent prior to accrual.","* Prior or concurrent invasive malignancy (except non-melanomatous skin cancer) or lymphomatous/hematogenous malignancy unless continually disease free for a minimum of 5 years.
* Previous radical surgery (prostatectomy) or cryosurgery for prostate cancer
* Previous pelvic irradiation in any form.
* Previous hormonal therapy of more than 180 days duration prior to registration.
* Previous or concurrent cytotoxic chemotherapy for prostate cancer
* Severe, active comorbidity, defined as follows:

  * Unstable angina and/or congestive heart failure requiring hospitalization within the last 6 months
  * Transmural myocardial infarction within the last 6 months
  * Acute bacterial or fungal infection requiring intravenous antibiotics at the time of registration
  * Chronic obstructive pulmonary disease exacerbation or other respiratory illness requiring hospitalization or precluding study therapy at the time of registration
  * Hepatic insufficiency resulting in clinical jaundice and/or coagulation defects; note, however, that laboratory tests for liver function and coagulation parameters are not required for entry into this protocol. (Patients on Coumadin or other blood thinning agents are eligible for this study.)
  * Renal insufficiency with a creatinine clearance of \<30ml/min",18 Years,,NCT03518853,https://clinicaltrials.gov/study/NCT03518853,D,False,True,"Missing required evidence: mRNA platform, vaccine modality.",D_excluded,
ClinicalTrials.gov,NCT03548337,,NCT03548337,"Study To Describe The Safety, Tolerability, And Immunogenicity Of 13- Valent Pneumococcal Conjugate Vaccine Formulated In Multidose Vials When Given With Routine Pediatric Vaccines In Healthy Infants In India","A PHASE 4, RANDOMIZED, OPEN-LABEL TRIAL TO DESCRIBE THE SAFETY, TOLERABILITY, AND IMMUNOGENICITY OF 13- VALENT PNEUMOCOCCAL CONJUGATE VACCINE FORMULATED IN MULTIDOSE VIALS WHEN GIVEN WITH ROUTINE PEDIATRIC VACCINES IN HEALTHY INFANTS IN INDIA",Vaccines,13vPnC | 13vPnC MultiDose Vial with preservative compared to a Prefilled syringe containing 13vPnC without any preservative,"Missing required evidence: mRNA platform, cancer indication.",PHASE4,COMPLETED,2018-05-22,2018-05-31,Pfizer,Pfizer CT.gov Call Center,"B. J. Medical College & Civil Hospital, Ahmedabad, Gujarat, India; Manipal Hospital, Bengaluru, Karnataka, India; KEM Hospital Research Centre, Pune, Maharashtra, India; Bharati Vidyapeeth University Medical College, Pune, Maharashtra, India; Sri Ramachandra Hospital, Chennai, Tamil Nadu, India; Kanchi Kamakoti Childs Trust Hospital, Chennai, Tamil Nadu, India; Sir Ganga Ram Hospital, New Delhi, India",B. J. Medical College & Civil Hospital; Manipal Hospital; KEM Hospital Research Centre; Bharati Vidyapeeth University Medical College; Sri Ramachandra Hospital; Kanchi Kamakoti Childs Trust Hospital; Sir Ganga Ram Hospital,,,,"1. Evidence of a personally signed and dated informed consent document indicating that the parent(s)/legal guardian(s) has/have been informed of all pertinent aspects of the study.
2. Parent(s)/legal guardian(s)/caregiver(s) willing and able to comply with scheduled visits, treatment plan, and other study procedures.
3. Aged 6 weeks (42 to 72 days) at the time of vaccination. (The day of birth is considered Day 0.)
4. Available for the entire study period and whose parent(s)/legal guardian(s)/caregiver(s) can be reached by telephone.
5. Healthy infant as determined by medical history, physical examination, and judgment of the investigator.
6. Weight of 3.0 kg or greater at the time of vaccination.","1. Infant who is a direct descendant (child, grandchild) of

   * Investigator site staff members directly involved in the conduct of the study, or
   * Site staff members otherwise supervised by the investigator, or
   * Pfizer employees directly involved in the conduct of the study.
2. Participation in other studies involving investigational drug(s) within 28 days prior to study entry and/or during study participation. Participation in purely observational studies is acceptable.
3. Previous vaccination with licensed or investigational pneumococcal conjugate vaccine.
4. A previous anaphylactic reaction to any vaccine or vaccine-related component.
5. Contraindication to vaccination with pneumococcal conjugate vaccine, or any other vaccine or vaccine component. Bleeding diathesis or condition associated with prolonged bleeding time that would contraindicate intramuscular injection.
6. Known or suspected immune deficiency or suppression, including known human immunodeficiency virus infection.
7. Major known congenital malformation or serious chronic disorder.
8. Significant neurological disorder or history of seizure including febrile seizure, or significant stable or evolving disorders such as cerebral palsy, encephalopathy, hydrocephalus, or other significant disorders. Does not include resolving syndromes due to birth trauma such as Erb's palsy.
9. Other acute or chronic medical condition including recent laboratory abnormality that may increase the risk associated with study participation or investigational product administration or may interfere with the interpretation of study results and, in the judgment of the investigator, would make the subject inappropriate for entry into this study.
10. Receipt of blood products or gamma globulin (including hepatitis B immunoglobulin and monoclonal antibodies, eg, Synagis).",42 Days to 72 Days,,NCT03548337,https://clinicaltrials.gov/study/NCT03548337,D,False,True,"Missing required evidence: mRNA platform, cancer indication.",D_excluded,
